image_id,prompt,category
sa_1546733,A photography exhibit is set up at a mall. The mall has several stories and people are walking around. ,dci
sa_1546734,A residential area of a warm town or city is shown with trees and sidewalks present. ,dci
sa_1546735,A close up of a a brick wall with a wooden building above it. In front of the wood wall is a black type of sculpture with a guard standing in front of it,dci
sa_1546739,A photography camera sits on a shiny black surface that is reflecting the image of the camera. ,dci
sa_1546742,A street view of a sort of festival there is a child in front marching with a drum and behind them there are people in white uniforms. Around the street there are tall palm trees,dci
sa_1546744,A young male wearing a yellow t-shirt standing on a left turn lane on a road during a sunny summer day. Several cars are behind him and there is an ambulance next to him. ,dci
sa_1546745,A shot of a valley where the road going down is stone and a constant slope down. There are many buildings visible on the left and right side and there is also a giant forest area on the right with hills on the left,dci
sa_1546746,there is a large gathering of people in a public park in the middle of a large city. there are large trees and a sprawling downtown skyline are in the background. ,dci
sa_1546748,A large white structure is on the left. There is a red door on the right.,dci
sa_1546749,"A builing in Russian style, probably a church. Has various spires of different shapes with multi colored pinnacles or tops.",dci
sa_1546750,A hotel that has seven floors and a large pool can be seen on the right. There is a pool with seating around it on the left. ,dci
sa_1546751,"A giant crowd of people standing behind metal fences, watching a show that is happening off screen.  It is dark out and the crowd is illuminated by bright orange and blue lights.",dci
sa_1546754,A daytime scene of athletic men and women preparing to run a marathon outside.,dci
sa_1546755,"A black-and-white photo of a an outdoor seating area of a coffee shop or restaurant.  There are wooden chairs and tables with people at them, and in the background people walking towards it with brick walls and arches overhead.",dci
sa_1546756,A  street level view of a busy road on both sides of the road there are very large buildings with a brown building in the background also. On the right side is the sidewalk that is busy also,dci
sa_1546759,A side view of the Sidney opera house in Australia,dci
sa_1546760,There is a woman on a horse and there is another person next to them. It is a mountainous area with dark gray and tan mountains in the background with a bit white hill also.,dci
sa_1546761,The image depicts the small harbor of a costal city at night. ,dci
sa_1546762,A woman in jeans and a striped long sleeved shirt is sitting in a room with wooden walls.  There is a table where a lot of crocheted items are sitting.,dci
